Book Title,Author,ISBN,Genre,Publication Year,Language,Stock,Price (NPR),Publisher,Reorder Point
Nepal Ko Manav,Kamala Panta,978-9937-571-73-3,Fiction,2020,English,85,1320.81,Fine Print,14
Nepali Samasya,Bhupi Sherchan,978-9937-266-48-9,Fiction,2020,Nepali,6,1848.65,Sajha Prakashan,17
Jatiya Sangharsha Ko Bato,Anil Thapa,978-9937-564-78-6,Non-fiction,2020,Maithili,48,450.89,Nepalaya,12
Prakriti Ra Udyog,Raju Kafle,978-9937-522-96-3,Fiction,2020,Hindi,49,1643.89,Himalayan Book Centre,7
Shiksha Ra Samasya,Yogendra Kandel,978-9937-825-37-0,Non-fiction,2024,Maithili,33,587.25,Ekta Books,13
Nepali Udyog Ra Itihas,Bhanubhakta Acharya,978-9937-954-16-9,Fiction,2019,Newari,92,1382.18,Sajha Prakashan,16
Adhyan Ko Katha,Pratiksha Sharma,978-9937-749-11-2,Non-fiction,2020,Maithili,37,663.42,Ekta Books,9
Nepal Ko Vikas Ra Itihas,Buddhi Narayan Shrestha,978-9937-898-62-4,Non-fiction,2020,Maithili,90,1760.14,Sajha Prakashan,16
Samajik Itihas,Dinesh Sharma,978-9937-946-64-9,Fiction,2021,Nepali,25,707.96,Bookhill,13
Sabai Ko Khusi,Ramesh Kshitij,978-9937-913-63-8,Fiction,2020,Hindi,14,1760.22,Himalayan Book Centre,5
Arthik Udyog,Rita Thapa,978-9937-169-72-1,Academic,2020,English,80,1992.0,Ratna Pustak Bhandar,7
Jatiya Adhikar,Deepak Sharma,978-9937-458-31-2,Fiction,2021,Hindi,30,251.51,Fine Print,10
Nepal Ko Udyog,Nirakar Ghimire,978-9937-368-40-7,Academic,2024,Nepali,20,663.35,Mandala Book Point,12
Shiksha Ko Ghar,Ambika Prasad Upadhyaya,978-9937-492-67-7,Fiction,2022,English,6,1117.07,Himalayan Book Centre,19
Manavadhikar Ra Udyog,Rachana Joshi,978-9937-872-29-1,Fiction,2021,Maithili,61,460.27,Ekta Books,17
Nepali Samaj Ra Itihas,Buddhi Narayan Shrestha,978-9937-236-11-7,Non-fiction,2021,Nepali,85,320.41,Mandala Book Point,13
Samudayik Adhyan,Kamal Narayan Khand,978-9937-483-82-4,Academic,2019,Hindi,54,1738.81,Sajha Prakashan,17
Nepal Ko Khusi,Yogmaya Neupane,978-9937-723-11-6,Children's books,2023,Maithili,97,1323.89,Bookhill,5
Prashasan Ko Itihas Ra Bato,Nitin Sitaula,978-9937-190-58-8,Academic,2019,Newari,34,254.15,Mandala Book Point,9
Samajik Vikas Ko Bato,Gopal Prasad Rimal,978-9937-509-33-8,Academic,2023,Hindi,55,459.59,Pragya Publications,13
Nepal Ko Prashasan,Rachana Joshi,978-9937-553-29-3,Fiction,2018,Maithili,36,1463.73,Himalayan Book Centre,7
Shiksha Ra Manavadhikar,Manoj Thapa,978-9937-965-43-7,Academic,2022,Nepali,53,869.39,Nepalaya,9
Adhyan Ra Udyog,Nirakar Ghimire,978-9937-267-94-6,Fiction,2024,Nepali,39,1483.99,Ratna Pustak Bhandar,11
Manavadhikar Ko Udyog,Sangita Thapa,978-9937-635-12-5,Fiction,2018,Newari,67,803.46,Pragya Publications,16
Nepali Ghar Ko Itihas,Kedar Man Singh,978-9937-692-53-6,Fiction,2024,Maithili,9,1784.25,Himalayan Book Centre,5
Nepal Ko Sangharsha,Anita Shrestha,978-9937-588-42-6,Academic,2022,Maithili,77,1440.99,Ratna Pustak Bhandar,19
Jatiya Bato,Subin Bhattarai,978-9937-687-28-7,Academic,2022,English,16,503.31,Himalayan Book Centre,20
Arthik Bato,Ramesh Rathi,978-9937-779-26-4,Fiction,2018,Maithili,16,227.32,Mandala Book Point,10
Nepali Udyog Ko Bato,Anupama Bhattarai,978-9937-482-47-7,Non-fiction,2019,Newari,18,1079.1,Bookhill,18
Sabai Ko Bato,Krishna Kumar Bhandari,978-9937-193-32-6,Fiction,2021,Nepali,70,963.52,Ekta Books,5
Samajik Adhiyan Ra Vikas,Shrawan Mukarung,978-9937-334-52-9,Non-fiction,2020,Maithili,35,992.57,Educational Publishing House,11
Nepal Ko Udyog Ko Itihas,Raju Kafle,978-9937-567-84-4,Fiction,2020,Newari,1,1063.76,Educational Publishing House,9
Nepali Samasya Ko Katha,Ravi Thapa,978-9937-551-67-8,Non-fiction,2021,English,12,768.25,Bookhill,20
Shiksha Ko Samaya,Bishweshwar Prasad Koirala,978-9937-957-36-5,Fiction,2020,English,29,1405.12,Educational Publishing House,5
Manavadhikar Ra Samasya,Nirakar Shrestha,978-9937-588-14-1,Academic,2018,Newari,32,500.58,Ekta Books,6
Nepal Ko Ramailo,Subin Bhattarai,978-9937-979-32-8,Non-fiction,2022,English,19,1672.3,Ekta Books,8
Jatiya Sangharsha Ra Itihas,Manoj Thapa,978-9937-814-32-4,Children's books,2019,Nepali,7,1618.58,Ratna Pustak Bhandar,9
Arthik Itihas Ko Samaya,Bhanu Aacharya,978-9937-915-59-3,Fiction,2024,Nepali,92,647.52,Sajha Prakashan,20
Nepali Udyog Ko Samasya,Narayan Wagle,978-9937-637-20-6,Academic,2019,Hindi,14,1200.75,Fine Print,13
Prashasan Ra Khusi,Shanti Thapa,978-9937-956-39-0,Fiction,2020,Newari,20,1067.11,Fine Print,11
Nepal Ko Bato Ra Itihas,Purnima Acharya,978-9937-622-27-1,Fiction,2021,Newari,36,1795.53,Educational Publishing House,11
Shiksha Ko Katha,Saroj Sharma,978-9937-606-17-9,Academic,2021,Maithili,47,1817.9,Fine Print,15
Samajik Vikas Ko Samasya,Pratik Shrestha,978-9937-554-78-7,Academic,2024,Newari,19,216.52,Ekta Books,7
Manavadhikar Ko Samasya,Dinesh Sharma,978-9937-690-31-6,Academic,2018,English,78,599.34,Fine Print,14
Nepali Ghar,Ram Bahadur Chhetri,978-9937-751-49-2,Non-fiction,2023,Hindi,61,340.75,Nepalaya,18
Arthik Udyog Ko Itihas,Gopal Yonzon,978-9937-965-59-5,Academic,2022,Newari,65,1990.83,Educational Publishing House,18
Sabai Ko Bhatta,Nitin Sitaula,978-9937-828-89-5,Academic,2018,Newari,47,285.36,Nepalaya,14
Nepal Ko Udyog Ko Ramailo,Anil Thapa,978-9937-518-95-6,Academic,2023,Maithili,23,1216.86,Nepalaya,9
Jatiya Udyog,Gopal Yonzon,978-9937-768-47-9,Academic,2021,Maithili,16,315.07,Ekta Books,20
Shiksha Ra Vikas,Ram Bahadur Chhetri,978-9937-230-15-0,Children's books,2019,Newari,100,1710.69,Fine Print,5
Nepal Ko Manav Ko Itihas,Kedar Man Singh,978-9937-196-73-8,Fiction,2020,Newari,0,817.06,Mandala Book Point,18
Prashasan Ko Adhikar,Abhi Subedi,978-9937-923-70-2,Fiction,2019,English,20,1690.33,Himalayan Book Centre,6
Samajik Itihas Ko Mahatv,Purnima Acharya,978-9937-500-62-0,Fiction,2018,Hindi,0,1335.6,Nepalaya,14
Nepali Samaj Ko Katha,Ramesh Kshitij,978-9937-663-90-8,Non-fiction,2018,Hindi,50,1337.33,Fine Print,12
Arthik Samasya,Nirakar Ghimire,978-9937-690-15-9,Fiction,2019,Hindi,31,650.78,Bookhill,13
Nepal Ko Sangharsha Ko Katha,Kedar Man Singh,978-9937-655-70-9,Children's books,2021,Maithili,17,448.6,Nepalaya,12
Jatiya Bato Ra Udyog,Madhav Prasad Ghimire,978-9937-894-98-2,Fiction,2024,Hindi,33,677.08,Ratna Pustak Bhandar,12
Nepali Itihas Ko Ramailo,Manoj Kumar,978-9937-974-72-5,Children's books,2022,Newari,77,556.35,Mandala Book Point,19
Shiksha Ra Khusi,Dhruba Chandra Gautam,978-9937-662-31-0,Fiction,2019,Nepali,26,1862.39,Educational Publishing House,19
Nepal Ko Bhatta,Sanjay Shrestha,978-9937-425-49-5,Non-fiction,2019,Maithili,71,1675.98,Ratna Pustak Bhandar,19
Samudayik Itihas,Dinesh Sharma,978-9937-938-27-4,Academic,2021,Newari,83,1678.93,Fine Print,10
Arthik Vikas Ra Samasya,Gopal Yonzon,978-9937-212-92-4,Fiction,2019,English,10,472.59,Pragya Publications,5
Nepal Ko Ghar Yatra,Gopal Prasad Rimal,978-9937-684-69-1,Academic,2021,Maithili,37,405.95,Ratna Pustak Bhandar,8
Nepali Udyog Ko Itihas Ra Katha,Manoj Kumar,978-9937-684-65-4,Fiction,2024,Hindi,74,684.35,Pragya Publications,15
Jatiya Sangharsha Ko Ramailo,Bhanubhakta Acharya,978-9937-395-90-8,Academic,2019,Newari,46,1486.21,Nepalaya,20
Prakriti Ra Itihas,Jhamak Ghimire,978-9937-434-45-1,Academic,2022,English,17,885.41,Bookhill,19
Samajik Vikas Ra Katha,Yogmaya Neupane,978-9937-408-90-3,Non-fiction,2018,Maithili,53,488.09,Nepalaya,14
Nepali Samasya Ko Itihas,Anupama Bhattarai,978-9937-641-46-8,Academic,2020,Hindi,55,436.41,Mandala Book Point,15
Arthik Adhikar Ra Bato,Ramesh Rathi,978-9937-550-56-0,Fiction,2021,Hindi,89,1674.65,Ekta Books,19
Nepal Ko Khusi Ko Ramailo,Gokul Joshi,978-9937-526-50-8,Fiction,2021,Nepali,85,1150.34,Sajha Prakashan,19
Shiksha Ra Itihas,Rupa Joshi,978-9937-346-84-7,Children's books,2021,Nepali,74,769.53,Ratna Pustak Bhandar,9
Nepal Ko Udyog Yatra,Kedar Man Singh,978-9937-692-86-8,Non-fiction,2020,Nepali,54,323.67,Mandala Book Point,5
Jatiya Adhikar Ra Udyog,Dharma Ratna Yami,978-9937-751-83-5,Fiction,2019,English,8,1385.74,Nepalaya,11
Nepali Samaj Ra Vikas,Keshav Bhatta,978-9937-373-82-6,Fiction,2020,Hindi,96,1441.2,Himalayan Book Centre,8
Sabai Ko Sangharsha,Shanti Thapa,978-9937-113-63-5,Non-fiction,2023,Maithili,100,1257.01,Ekta Books,9
Nepal Ko Ramailo Ko Itihas,Shankar Lamichhane,978-9937-892-56-7,Academic,2018,Hindi,36,520.28,Himalayan Book Centre,13
Arthik Sewa Ra Samasya,Pawan Thapa,978-9937-374-86-5,Fiction,2020,English,43,370.76,Himalayan Book Centre,15
Prashasan Ko Ramailo,Bhupi Sherchan,978-9937-338-53-1,Non-fiction,2019,Nepali,47,1621.44,Ekta Books,5
Nepali Sangharsha Ra Itihas,Manoj Kumar,978-9937-849-69-5,Fiction,2020,Maithili,22,843.36,Nepalaya,19
Shiksha Ra Khusi Ko Katha,Ashesh Malla,978-9937-369-94-7,Non-fiction,2024,Hindi,36,557.79,Nepalaya,17
Nepal Ko Adhikar Ra Bato,Gopal Prasad Rimal,978-9937-700-97-8,Fiction,2020,Hindi,87,1791.14,Bookhill,5
Palpasa Café,Shivaji Shrestha,978-9937-699-43-7,Non-fiction,2023,Maithili,86,878.45,Sajha Prakashan,9
Sukarma,Suman Pokhrel,978-9937-362-55-8,Fiction,2023,Nepali,83,1220.41,Educational Publishing House,11
Pratikshya,Gopal Yonzon,978-9937-262-87-6,Fiction,2018,Nepali,89,1897.74,Sajha Prakashan,20
Nirjala,Buddhisagar,978-9937-512-54-1,Academic,2023,Nepali,27,881.28,Fine Print,8
Fagun Daka,Pawan Thapa,978-9937-501-24-1,Non-fiction,2021,Newari,7,1492.29,Mandala Book Point,9
Seto Bagh,Bhanu Aacharya,978-9937-502-69-8,Fiction,2020,Newari,68,582.29,Nepalaya,11
Satya Harishchandra,Yuyutsu Sharma,978-9937-544-26-9,Academic,2024,Nepali,19,658.26,Himalayan Book Centre,13
Chandra Dutta,Manjushree Thapa,978-9937-642-42-7,Children's books,2019,English,30,434.18,Fine Print,15
Saathi,Prema Shah,978-9937-752-19-9,Non-fiction,2019,Hindi,61,1224.27,Mandala Book Point,16
Naulo Ghar,Raju Kafle,978-9937-394-45-8,Fiction,2019,Hindi,96,586.25,Mandala Book Point,7
Shree Tashi,Buddhi Narayan Shrestha,978-9937-916-88-3,Academic,2024,Nepali,4,583.64,Ekta Books,13
Badal ko Ghar,Sanjay Kumar Thapa,978-9937-933-81-3,Fiction,2022,Maithili,28,1132.18,Sajha Prakashan,16
Sukanya,Purnima Acharya,978-9937-858-10-9,Fiction,2022,Maithili,58,1670.16,Ratna Pustak Bhandar,18
Bhagya Rekha,Nirakar Shrestha,978-9937-889-64-2,Fiction,2021,Hindi,12,370.77,Bookhill,6
Khasi Ko Katha,Gopal Prasad Rimal,978-9937-800-22-6,Fiction,2021,Hindi,74,502.65,Nepalaya,13
Bheti,Rachana Joshi,978-9937-381-66-4,Academic,2019,Maithili,37,1554.06,Mandala Book Point,15
Swargadwari,Ramesh Bikal,978-9937-432-82-9,Academic,2022,Nepali,84,1374.69,Sajha Prakashan,7
Ghatana,Bishow Karma,978-9937-204-71-5,Fiction,2019,Hindi,34,617.37,Pragya Publications,15
Bato Ko Ghar,Deepak Sharma,978-9937-925-92-3,Fiction,2022,English,39,1081.65,Himalayan Book Centre,8
Maichyang,Pratik Shrestha,978-9937-413-70-9,Academic,2021,English,39,1750.0,Nepalaya,15
Dharam Sangharsha,Kedar Man Singh,978-9937-549-51-8,Fiction,2018,Newari,36,653.54,Sajha Prakashan,11
Ramita,Shanti Thapa,978-9937-820-79-6,Children's books,2021,English,74,1128.24,Himalayan Book Centre,19
Ramesh,Ambika Prasad Upadhyaya,978-9937-130-36-7,Fiction,2024,Maithili,38,251.76,Sajha Prakashan,20
Barakhari,Nitin Sitaula,978-9937-984-88-9,Non-fiction,2020,Maithili,61,648.22,Ratna Pustak Bhandar,18
Tapai Haru Ko Mahatva,Banira Giri,978-9937-296-11-1,Academic,2019,Newari,74,312.16,Fine Print,14
Raag,Dinesh Sharma,978-9937-674-99-3,Children's books,2021,Newari,2,1500.06,Himalayan Book Centre,19
Chhito Bhayo,Nitin Sitaula,978-9937-741-82-9,Children's books,2023,English,75,1896.45,Educational Publishing House,9
Chalti Taal,Prema Shah,978-9937-720-26-9,Non-fiction,2023,Nepali,92,427.24,Pragya Publications,9
Ramchandra,Anupama Bhattarai,978-9937-931-84-9,Fiction,2024,Nepali,82,1780.36,Himalayan Book Centre,12
Phool ko Bahar,Madan Mani Dixit,978-9937-463-17-5,Children's books,2022,Hindi,34,540.64,Fine Print,15
Manohar,Subin Bhattarai,978-9937-678-59-2,Academic,2022,Nepali,35,1086.1,Educational Publishing House,9
Ek Chhaina,Sanjay Shrestha,978-9937-703-37-7,Academic,2022,Newari,95,558.65,Mandala Book Point,20
Khadka,Bishow Karma,978-9937-970-24-3,Academic,2022,English,90,537.12,Educational Publishing House,16
Charan,Abhijit Khatri,978-9937-169-95-2,Fiction,2020,English,71,717.09,Bookhill,12
Shrestha,Buddhi Narayan Shrestha,978-9937-682-99-4,Fiction,2021,Hindi,6,400.2,Ekta Books,7
Birgunj,Narayan Wagle,978-9937-368-60-0,Fiction,2024,Nepali,57,389.78,Educational Publishing House,10
Sunya Manchhe,Saroj Sharma,978-9937-683-87-4,Fiction,2024,English,49,445.22,Bookhill,15
Jeevan Chha,Upendra Subba,978-9937-147-46-1,Children's books,2022,Newari,65,1349.09,Bookhill,14
Pratishodh,Phatte Bahadur Singh,978-9937-582-23-8,Academic,2022,Nepali,99,757.31,Educational Publishing House,13
Utsav,Aastha Sharma,978-9937-985-68-3,Fiction,2024,English,21,527.54,Pragya Publications,14
Sukhad,Sanjay Kumar Thapa,978-9937-526-83-8,Fiction,2023,Hindi,70,1241.9,Nepalaya,15
Sahakarita,Dinesh Raj Kafle,978-9937-696-59-8,Non-fiction,2018,Maithili,94,1192.85,Sajha Prakashan,6
Kora Swaas,Bishweshwar Prasad Koirala,978-9937-964-89-7,Fiction,2024,Hindi,92,1856.55,Ekta Books,8
Kaha Jaanchha,Abhijit Khatri,978-9937-743-39-7,Fiction,2021,Maithili,6,1679.56,Bookhill,9
Ek Huna Sakchha,Manjushree Thapa,978-9937-943-80-0,Fiction,2019,Hindi,83,1770.11,Ekta Books,6
Kranti,Prema Shah,978-9937-714-39-9,Non-fiction,2024,Hindi,94,1154.13,Fine Print,18
Manisha,Gyanendra Shrestha,978-9937-143-70-1,Fiction,2022,Newari,84,914.6,Fine Print,20
Jeevan Jatra,Girija Prasad Joshi,978-9937-640-54-7,Fiction,2019,Maithili,78,291.66,Ratna Pustak Bhandar,9
Sadhak,Gokul Joshi,978-9937-119-11-5,Children's books,2018,Newari,91,1933.52,Ratna Pustak Bhandar,8
Manas,Keshav Bhatta,978-9937-586-15-6,Fiction,2024,Newari,0,1067.6,Bookhill,16
Sathi ko Diary,Shanti Thapa,978-9937-893-95-1,Non-fiction,2024,Newari,48,519.83,Sajha Prakashan,19
Yasodhar,Abhi Subedi,978-9937-646-43-3,Children's books,2020,Maithili,65,1465.6,Bookhill,15
Janma,Kedar Man Singh,978-9937-646-44-5,Fiction,2020,English,73,1277.34,Fine Print,18
Chhaijan,Dhruba Chandra Gautam,978-9937-261-25-1,Non-fiction,2022,Newari,56,1106.77,Fine Print,17
Smriti,Rajan Mukarung,978-9937-796-76-8,Fiction,2020,Newari,84,1525.61,Bookhill,12
Kalpana,Buddhisagar,978-9937-155-98-5,Fiction,2023,Newari,5,1144.61,Educational Publishing House,20
Kaun,Sangita Thapa,978-9937-553-75-0,Fiction,2024,Nepali,45,1614.96,Ekta Books,20
Khushi,Laxmi Prasad Devkota,978-9937-315-10-5,Academic,2019,English,45,1064.44,Mandala Book Point,12
Dhamala,Manoj Kumar Sitaula,978-9937-662-79-7,Non-fiction,2018,Maithili,82,1549.4,Educational Publishing House,18
Bichar,Shivaji Shrestha,978-9937-749-13-5,Fiction,2020,English,91,325.21,Educational Publishing House,15
Aasha,Dharma Ratna Yami,978-9937-934-87-5,Non-fiction,2021,Newari,91,1291.17,Sajha Prakashan,13
Yug,Umesh Niraula,978-9937-241-94-9,Academic,2023,Hindi,24,664.98,Pragya Publications,11
Chhayan,Rachana Joshi,978-9937-495-99-5,Fiction,2019,Maithili,72,216.05,Bookhill,8
Basanta,Arun Kumar Shrestha,978-9937-437-28-0,Children's books,2022,Nepali,76,621.09,Ratna Pustak Bhandar,5
Ghar ko Ghar,Dinesh Raj Kafle,978-9937-691-75-9,Fiction,2023,Nepali,91,1149.14,Educational Publishing House,5
Nepal ko Khushi,Samrat Upadhyay,978-9937-387-80-2,Academic,2018,Nepali,48,1893.52,Ekta Books,17
Suno,Samrat Upadhyay,978-9937-557-69-4,Fiction,2019,Maithili,55,1416.45,Ratna Pustak Bhandar,10
Sandesh,Dhruba Chandra Gautam,978-9937-182-34-6,Fiction,2019,Nepali,4,576.66,Bookhill,7
Vimarsha,Madan Mani Dixit,978-9937-501-41-6,Academic,2024,Maithili,44,1146.01,Nepalaya,14
Chitra,Nirakar Ghimire,978-9937-624-70-1,Non-fiction,2020,Nepali,3,259.74,Ekta Books,18
Thulo Pasa,Sanjay Baral,978-9937-811-15-4,Academic,2024,English,65,1689.56,Pragya Publications,8
Astitwa,Rupa Joshi,978-9937-430-90-3,Academic,2019,Nepali,66,823.94,Ratna Pustak Bhandar,14
Satyabadi,Nitin Sitaula,978-9937-896-63-4,Fiction,2024,Maithili,26,1524.61,Ekta Books,8
Guru,Upendra Subba,978-9937-583-63-3,Academic,2019,Maithili,21,1181.16,Sajha Prakashan,9
Rajniti,Ram Bahadur Chhetri,978-9937-638-39-6,Fiction,2018,Nepali,68,1708.9,Bookhill,18
Nirasha,Ramesh Kshitij,978-9937-419-23-1,Fiction,2021,Newari,34,266.16,Educational Publishing House,19
Sangharsha,Purnima Acharya,978-9937-622-78-8,Fiction,2021,Nepali,31,1308.02,Himalayan Book Centre,17
Sansar,Buddhi Narayan Shrestha,978-9937-987-55-3,Fiction,2024,Nepali,61,802.58,Himalayan Book Centre,19
Sangam,Manoj Kumar,978-9937-929-58-2,Fiction,2020,Newari,86,1093.12,Ratna Pustak Bhandar,11
Swagat,Samrat Upadhyay,978-9937-488-69-8,Non-fiction,2024,Hindi,11,1899.67,Educational Publishing House,8
Janmabhumi,Bhim Nidhi Tiwari,978-9937-476-96-6,Non-fiction,2020,English,63,676.95,Sajha Prakashan,6
Ek Ghanta,Bhim Nidhi Tiwari,978-9937-371-80-2,Non-fiction,2020,Nepali,20,283.56,Himalayan Book Centre,11
Bhutan,Deepak Sharma,978-9937-632-83-0,Academic,2020,Hindi,79,1763.61,Fine Print,15
Aasha ko Ghar,Yogmaya Neupane,978-9937-771-37-3,Fiction,2019,Hindi,23,1620.0,Mandala Book Point,13
Nepal ko Yatra,Dipesh Sharma,978-9937-522-32-0,Children's books,2018,Hindi,61,1385.2,Ratna Pustak Bhandar,10
Yatra ko Paila,Rachana Joshi,978-9937-210-29-5,Academic,2019,Nepali,17,301.19,Ekta Books,14
Chitwan,Krishna Kumar Bhandari,978-9937-571-40-1,Non-fiction,2021,Nepali,65,571.04,Ratna Pustak Bhandar,7
Suno Hami Haru,Subash Bhandari,978-9937-914-96-4,Fiction,2021,Hindi,59,1430.39,Mandala Book Point,5
Chhya Jatra,Saroj Bhandari,978-9937-885-74-5,Children's books,2022,Nepali,71,1739.41,Fine Print,18
Nepali Lahar,Sanjay Kumar Thapa,978-9937-976-37-5,Children's books,2018,Newari,70,992.83,Ratna Pustak Bhandar,5
Manasvi,Pawan Thapa,978-9937-574-25-2,Academic,2020,English,84,728.7,Himalayan Book Centre,17
Shukrabar,Ramesh Kshitij,978-9937-455-23-2,Fiction,2019,Hindi,62,1392.89,Himalayan Book Centre,13
Jaun,Arun Kumar Shrestha,978-9937-398-36-2,Fiction,2022,Hindi,31,744.79,Ratna Pustak Bhandar,18
Chhoto Ghar,Bhanu Aacharya,978-9937-798-85-1,Non-fiction,2020,English,31,404.27,Mandala Book Point,18
Naya Din,Manoj Thapa,978-9937-222-44-8,Fiction,2020,Newari,83,1964.02,Himalayan Book Centre,6
Jatra ma Bhangra,Kamal Narayan Khand,978-9937-706-29-7,Academic,2018,English,38,1324.33,Himalayan Book Centre,14
Aasha ka Din,Ashesh Malla,978-9937-853-29-3,Academic,2024,English,28,605.13,Ratna Pustak Bhandar,16
Chandrakala,Rajan Mukarung,978-9937-455-69-7,Fiction,2018,English,32,1214.41,Himalayan Book Centre,19
Buddha ko Sathi,Kamala Panta,978-9937-865-49-2,Non-fiction,2020,Newari,78,665.53,Nepalaya,19
Sashwat,Prema Shah,978-9937-322-89-2,Fiction,2021,Newari,70,1835.74,Fine Print,14
Manoj,Hangyug Agyat,978-9937-763-12-0,Fiction,2019,Newari,52,1570.72,Mandala Book Point,8
Ujyalo Sathi,Ambika Prasad Upadhyaya,978-9937-354-42-0,Non-fiction,2022,Newari,38,367.73,Pragya Publications,13
Yatra Suru,Bhupi Sherchan,978-9937-492-39-9,Non-fiction,2024,Nepali,91,771.62,Ratna Pustak Bhandar,20
Pratikriya,Anil Thapa,978-9937-318-19-5,Non-fiction,2019,Maithili,6,670.9,Himalayan Book Centre,20
Jeevan Yatra,Sanjay Kumar Thapa,978-9937-184-25-5,Fiction,2024,Nepali,40,1259.82,Pragya Publications,6
Bato Haru,Suman Pokhrel,978-9937-760-27-3,Non-fiction,2024,Nepali,59,1451.77,Pragya Publications,14
Samarpan,Yogmaya Neupane,978-9937-669-77-4,Non-fiction,2022,Newari,96,1033.42,Educational Publishing House,6
Anudhar,Prema Shah,978-9937-249-79-9,Non-fiction,2020,Hindi,64,1246.88,Fine Print,7
Ek Ladai,Yogendra Kandel,978-9937-443-87-1,Academic,2022,Hindi,83,1922.57,Nepalaya,5
Chhapakkai,Saraswati Prasad Koirala,978-9937-904-70-4,Academic,2020,Hindi,82,938.86,Educational Publishing House,5
Nepali Manchhe,Yogendra Kandel,978-9937-114-10-4,Academic,2021,Hindi,28,916.11,Fine Print,7
Shashwat,Ashesh Malla,978-9937-922-54-5,Fiction,2024,Nepali,89,1170.26,Pragya Publications,9
Parvaaz,Yuyutsu Sharma,978-9937-247-46-4,Fiction,2019,Maithili,19,743.14,Pragya Publications,14
Chitwan Ka Katha,Gokul Joshi,978-9937-408-38-7,Academic,2018,English,13,205.05,Himalayan Book Centre,19
Samaya Ko Shakti,Saraswati Prasad Koirala,978-9937-780-99-8,Fiction,2021,Nepali,47,1727.75,Ekta Books,9
Sampurna,Rupa Joshi,978-9937-575-35-7,Academic,2023,Newari,6,1028.09,Bookhill,13
Samadhan,Bhupi Sherchan,978-9937-852-57-4,Fiction,2023,Hindi,81,533.91,Educational Publishing House,5
Jeevan Ka Safar,Parijat,978-9937-319-78-3,Non-fiction,2022,Newari,19,1591.63,Himalayan Book Centre,5
Rahasya,Pawan Thapa,978-9937-843-45-0,Fiction,2023,Newari,58,1602.4,Sajha Prakashan,17
Anmol,Rachana Joshi,978-9937-947-40-5,Non-fiction,2021,Newari,74,1654.13,Bookhill,12
Jatra Ma Sangharsha,Ambika Prasad Upadhyaya,978-9937-777-69-1,Academic,2019,Nepali,31,1732.6,Sajha Prakashan,10
Chhaya,Deepak Sharma,978-9937-212-31-4,Academic,2024,Newari,4,1408.15,Bookhill,6
Vishweshwar,Sanjay Baral,978-9937-635-63-8,Fiction,2021,English,11,1206.16,Fine Print,12
Jatra Ka Hunkar,Dharanidhar Koirala,978-9937-645-21-0,Academic,2019,Newari,81,1909.42,Sajha Prakashan,12
Yatra Ko Rukh,Purnima Acharya,978-9937-222-92-7,Academic,2023,Nepali,81,525.07,Fine Print,7
Naya Ghar,Ramesh Rathi,978-9937-926-52-7,Academic,2024,Nepali,11,440.82,Nepalaya,8
Safar,Pratiksha Sharma,978-9937-186-78-3,Children's books,2021,Nepali,38,237.56,Sajha Prakashan,9
Ek Pustak,Buddhi Narayan Shrestha,978-9937-290-79-5,Non-fiction,2022,Newari,61,610.57,Educational Publishing House,13
Yatra Ma Chaya,Keshav Bhatta,978-9937-479-38-4,Academic,2023,Newari,87,1970.3,Fine Print,15
Sarthak,Gopal Yonzon,978-9937-778-72-6,Fiction,2021,Nepali,57,875.68,Pragya Publications,17
Nepal Yatra,Kamal Narayan Khand,978-9937-112-78-2,Fiction,2020,Newari,40,1400.22,Bookhill,8
Sathi Haru Ko Katha,Dinesh Sharma,978-9937-818-72-3,Fiction,2022,Maithili,56,931.74,Himalayan Book Centre,15
Khushiyon Ka Safar,Rita Thapa,978-9937-149-36-6,Fiction,2019,Maithili,33,699.98,Fine Print,18
Anant,Pratiksha Sharma,978-9937-992-29-7,Fiction,2022,Maithili,24,411.78,Educational Publishing House,8
Naya Manas,Rajan Mukarung,978-9937-984-52-5,Fiction,2018,Newari,77,896.49,Nepalaya,17
Sangharsha Ko Yatra,Madhav Prasad Ghimire,978-9937-648-74-0,Non-fiction,2018,Newari,71,996.21,Ekta Books,11
Chandani,Sangita Thapa,978-9937-419-18-2,Academic,2021,Newari,15,1051.42,Himalayan Book Centre,6
Chhito Safar,Girija Prasad Joshi,978-9937-955-39-5,Non-fiction,2021,Maithili,2,446.55,Nepalaya,11
Chalti Jatra,Bishow Karma,978-9937-170-33-4,Fiction,2021,Hindi,69,799.03,Mandala Book Point,19
Yatra Ko Anubhav,Phatte Bahadur Singh,978-9937-713-31-9,Non-fiction,2024,Maithili,43,641.24,Fine Print,14
Anubhav,Saroj Sharma,978-9937-877-31-3,Non-fiction,2022,Maithili,93,1962.55,Sajha Prakashan,10
Nawa Safar,Ramesh Bikal,978-9937-536-12-6,Fiction,2018,Newari,5,1324.79,Bookhill,5
Naya Safar,Ramesh Bikal,978-9937-555-87-0,Fiction,2020,Hindi,10,999.26,Ekta Books,16
Yatra Ka Sundar Manch,Saroj Sharma,978-9937-685-26-0,Fiction,2024,English,61,1186.23,Educational Publishing House,15
Manas Ka Safar,Rajan Mukarung,978-9937-140-21-7,Fiction,2021,Maithili,76,207.67,Bookhill,17
Ek Bato,Maya Gurung,978-9937-497-90-7,Fiction,2022,Maithili,12,457.26,Fine Print,5
